Judul_Film,Ulasan
Mortal Kombat,Enjoyed it overall but the story was meh. Loved that they had goro and other characters and that they also alluded to characters like kitana by showing off her fan and stuff. I wish that there was a tournament in the film and they stuck closer to the Mortal kombat story. Cole Young was not a very good character in my opinion.
The Super Mario Bros. Movie,"_The Super Mario Bros. Movie_ is like Fruit Stripe Gum. It’s super colorful and eyecatching, but it seems to instantly lose its flavor and charm. The film is visually stunning and Jack Black is outstanding as Bowser. The big action sequences are like big budget versions of the Mario video games playthroughs with little welcome surprises thrown in.

But the film is massively unfunny, the characters are extremely flat, and the flimsy writing is about as complex as an unkempt mustache.

**Full review:** https://boundingintocomics.com/2023/04/06/the-super-mario-bros-movie-review-plunging-rainbow-colored-nostalgia-to-death/"
The Super Mario Bros. Movie,"I am not the demographic and to be honest this isn't really a film that I was ever going to like either. The story is beyond simple and the game-based animation - though expertly crafted - did absolutely nothing for me as ninety minutes rolled along devoid of characterisations, thrill or much sense of adventure. I got the feeling this was really an outing for ""Mario"", ""Luigi"" and ""Peach"" designed to satisfy the die-hard fans, or the children - or both, but if you were not in on the game from the start then you are unlikely to have become any more engaged by the end of this fungi-fest. It wouldn't be fair to say this is bland - it's not designed to challenge or take risks: it's fun for those who grew up with ""Mario"" et al in their lives and I'm not going to decry that. It's colourful, pacy, and at times quite well written but perhaps it ought to have a rating that says if you are over 12 then you should be advised against it?"
The Super Mario Bros. Movie,"FULL SPOILER-FREE REVIEW @ https://www.firstshowing.net/2023/review-illuminations-super-mario-bros-movie-left-a-me-so-happy/

""The Super Mario Bros. Movie delivers everything I wanted. Packed with fantastic references that will warm the hearts of those who lived and still live with Nintendo and Mario up close. Along with energetic action, dazzling animation and world-building, and iconic music – Brian Tyler's score goes straight into my Spotify playlist. Mario and Co. marked my childhood, and, still today, continue to offer me wonderful memories for life. As a viewer clearly belonging to the target audience, I couldn't have left the cinema more joyful. Ya-hoo!""

Rating: A-"
The Super Mario Bros. Movie,"This and Last of Us are two recent movies-from-games that have really impressed me. Saw this in a theatre in Brooklyn, really couldn't ask for a better place to do so."
The Super Mario Bros. Movie,"The Super Mario Bros. Movie is a fun ride through the iconic world of Mario. The screenplay is admittedly very bare bones, and the characters lack depth, but the film still manages to capture the essence of the beloved video game franchise. The writers do not attempt to do anything beyond create a narrative that intentionally puts our characters in worlds and areas that are instantly recognizable to the audience. This makes the film feel like a Mario game come to life so that audiences can say “that is like Mario Kart or Super Smash Bros.” The movie pacing flies at a breakneck speed, and I felt that this movie could have benefited from a slightly longer runtime to flesh out the story and characters a bit more.

I was initially nervous about how the voice acting would hold up, but I was pleasantly surprised. Chris Pratt's voice as Mario is not over the top, which works well. It would have been extremely annoying to hear the super Italian Mario accent for a full hour and thirty minutes. Jack Black's portrayal of Bowser steals the show and was the best of the film. Anna Taylor Joy and Seth Rogan were good as Princess Peach and Donkey Kong, although I think Rogan may have injected a bit too much of himself in the character.

The direction of the film is solid, with great action set pieces and creative camera angles that make the action feel exciting and dynamic. The animation is stunning, with the characters and world directly designed off the games, but with more polish and details than ever before. The lighting is beautiful, with the bright lights of Rainbow Road and the dark, fiery flames of Bowser standing out as highlights.

Overall, The Super Mario Bros. Movie may not be the deepest or most complex film, but it is a good time for fans of the Mario franchise. The movie captures the fun and whimsy tone of the games and brings it to life on the big screen. While the comedy may not hit every mark, the voice acting, and direction make up for it. I am excited to see where this film series goes next.

Score: 72%
Verdict: Good"
The Super Mario Bros. Movie,SOOOOO FIRE I LOVEEEE MARIO PLEEASE MAKE ANOTHER I LOVE YOU MARIO <3
The Super Mario Bros. Movie,"All my three kids used to play Super Mario Bros games and two of them played them a lot when they were younger so this movie was kind of a must-see movie for us.

For myself , this felt very much like a movie made for Super Mario Bros fans and less for the general audience.

The characters, the completely illogical platform jumping everywhere and the rather childish story are certain to appeal to younger people still playing the game or those that grew up with the Mario Bros games.

For me though the movie was ranging from okayish to, sometimes, cringe worthy. Especially the scenes with Bowser starting to sing. Ouch, my ears are still hurting.

The best parts of the movie was when they entered the ape kingdom. That was quite fun and so was the car chase on the rainbow road.

The rest of the movie was, for me personally, rather forgettable. Not bad just not that good. That said, it is not really a bad movie either. The rotten rating on Woke Tomatoes is entirely undeserved."
The Super Mario Bros. Movie,"Probably the best thing about the movie is that it doesn't take itself seriously. There's no attempt to make this an epic movie. It just brings the game's characters to life.
They do so while keeping the art style in line with what you see in the game. The story of the very simple game is expanded without adding too much like how everything works. The game's story is simple and this one is too. Fear not, there's a lot of room for sequels.

Go in expecting nothing, otherwise you'll be disappointed. It's a good film to turn off your brain to and just let the light drizzle onto your eyeballs."
The Super Mario Bros. Movie,"About as good as a Mario movie can be I suppose. It hits all of the reference points from the game, then shoe horns in some toxic bro dude politics. Overall just found it exhausting after a while. There is this new mode of pleased with itself mentality that so many of these types of movies hit. Its the corporate product as film in particular. They merged the marvel movie franchising with their endless line of whats for sale. Not really sure what the mechanism is yet, but Mario the movie shows off how this well oiled machine is cranking out this mid level trash en mass."
The Super Mario Bros. Movie,"It's a good!

My experience of <em>'Mario'</em> starts and ends with <em>'Mario Kart'</em>, which I haven't actually played since back in the day on my Nintendo DS and even then I had no understanding of the franchise itself; just treated it as a normal racing game. I was an Xbox kid growing up (thanks, ma!), so that be the reason. Anyway, that's a long way of saying I'm no Mario know-it-all.

Despite all that, I do remember most of the characters from the aforementioned video game and it was cool seeing them come to life in 'The Super Mario Bros. Movie'. Chris Pratt feels an odd cast for Mario but does do a solid job in fairness to him. Jack Black and Charlie Day are very good in their roles as Bowser and Luigi. Keegan-Michael Key, Seth Rogen and Anya Taylor-Joy are also positives as Toad, Donkey King and Princess Peach.

No doubt whatsoever that this will be the first film of a crap tonne from this franchise. Still, if they do as well as they did here then they'll be successful, I'm sure. I'd be up for exploring the world via film, tbf."
The Super Mario Bros. Movie,"It's been a while since I watched the film. But I loved the film so much! I'm not as big of a Nintendo fan as I used to be, and I thought I wouldn't care about the film at all, but I was wrong. Nintendo's world translated into the big screen hit all the right notes. Chris Pratt being the voice of Mario was kind of odd at first, but he did a great job. Personally, he hit the New Yorker Mario just right. All the other voice actors—Anya Taylor-Joy, Charlie Day, Jack Black, and everyone else—did a great job! This is a great family movie, and I would recommend it to anyone."
The Super Mario Bros. Movie,"It's been a while since I watched the film. But I loved the film so much! I'm not as big of a Nintendo fan as I used to be, and I thought I wouldn't care about the film at all, but I was wrong. Nintendo's world translated into the big screen hit all the right notes. Chris Pratt being the voice of Mario was kind of odd at first, but he did a great job. Personally, he hit the New Yorker Mario just right. All the other voice actors—Anya Taylor-Joy, Charlie Day, Jack Black, and everyone else—did a great job! This is a great family movie, and I would recommend it to anyone."
The Super Mario Bros. Movie,"I already had hopes of this being a nice little watch, but then the singing came in, and from the character you least expect. And I just stuck it out from there to see the relevance of the scene to the movie. None. It had no relevance"
The Mortuary Assistant,"Everything is here to make this a great horror – a creepy setting, extensive backstory, a strong fan following, but something doesn’t quite hit right. Instead of playing to these strengths, the film leans more into horror tropes (jump scares, a lightening storm that strikes at the exact right moments, creepy pasta looking cg creatures).

This really is a film for fans of the game. If like myself you've not played it, this adaptation feels like a rushed effort full of weird graphic choices and plot devices. It could do with time dedicated to giving everyone an opportunity to immerse in its world and enjoy the carnage that lies ahead.

There's a lot of puzzle based moments, reminiscent of an escape room experience which again plays well in the realm of RPGs. Throw in confusing time loops and flashbacks without much exposition and it leaves air for confusion to creep in. You spend more time trying to trace the missing puzzle pieces of story together than being able to let the narrative unfold as it should.

Some scenes have an odd looking visual style. The foreground is fine, but the background feels all digital and comes across as cheap looking on film. After the screening I checked out streams of the gameplay and it's clear to see now when compared this is a replication of the look and feel. They're trying to immerse those fans into an expended universe which is great except it doesn't do the film any justice.

Ultimately I feel The Mortuary Assistant falls into the same traps as many video game adaptations. Trying to replicate the exact style, feel and gameplay does not work. It needs to feel like you're on a journey with the characters, not wanting to reach through the screen and guide them through impossible logic, puzzle set pieces and unfathomable plot. Silent Hill is a grade A example of this - a huge fan base that's let down by the over ambition to cover everything in a franchise in one feature film and loses its audience completely.

All that aside, there are a elements I like, mostly the practical effects. We have oozing wounds, corpses with their guts out and pus for everyone which are always shining moments for independent filmmaking. There's some great foley work and sound design too, with a memorable moment of a jaw grinding and cracking as they open it to insert the embalming tube which made me gag!

If you liked The Mortuary Assistant game this will be for you. But for those without that experience, proceed with an open mind. Much like Iron Lung, these adaptations won't be for everyone. On the upside, I definitely want to play the game now!"
The Mortuary Assistant,"I had huge hope for this movie as the trailer is outstanding. 
It seems that about 40 minutes into the film there is what I would consider to be a significant time jump. 
You go from the natural progression of the story to jumping straight into the meat and bones of a possession story.

It had such promise."
The Mortuary Assistant,"The game is better. This is not as engaging as the Autopsy of Jane Doe, or even other game-adaptations like Exit 8 or Iron Lung. This is more like Five Nights at Freddy's where they try to tack on bits of lore as story and character, and it just comes out flat. And this movie is trying to set up the plot to enjoy a sequel, too. Shame they didn't make the movie itself more interesting. The casting and directing is good enough, the effects are standard, but the plot, writing, the narrative structure, just leaves this feeling dry and boring."
Protector,"The casting for this is not particularly noteworthy, with the exception of the main protagonist, and some of the camera work and writing is a bit underdeveloped. Some of the effects leave a bit to be desired as well, but I don't think that takes away from the enjoyment of this movie.

This thing is still on point and the directing is more than adequate for what this wants to convey. It's sort of like Taken and Rambo in a weird mix, and I think that works well enough to be worth the investment of your time."
War Machine,"March 9, 2011 (Holy !@#$, I feel old.)

> When once distant UFOs become a terrifying threat and an alien invasion force begins attacking Earths major costal and riverside cities, a U.S Marine staff sergeant and his team are sent into battle only to find they must take it upon themselves to defeat an unknown enemy and protect what remains of Los Angeles.

Look, I enjoyed ""Battle: Los Angeles (2011)"" for what it was. It was a'ight. Likewise, this movie is also a'ight.

I will say though, that the U.S. military propaganda feels more in your face here. Also, Alan's acting feels off sometimes, especially in his final speech.

P.S. In case all of that went over your head, I'm saying ""War Machine (2026)"" is literally ""Battle: Los Angeles (2011)"".

Go 'head. Watch the two movies back to back, side by side, then come back and tell me it ain't the same movie."
War Machine,"Just in time for the US's war of aggression in Iran comes ""War Machine."" 

A bravado ridden affair where the US military rules the world and its working class tough guys (and one girl) take on all aggressors, including giant 80's-style VCR-like UFOs with legs, missiles, and ray guns.

Viewed as simplistic military action, entertainment its alright. Lots of people get killed in grisly style, and things go ""ka-boom."" 

In summary, given the current war mongering climate US military propaganda is unsurprisingly front and center in this basic sci-fi war film. A mediocre watch."
War Machine,"War Machine (2026) is a standout for anyone who appreciates a straightforward, high-tension film that avoids the typical political traps of the military genre. It delivers a raw experience by focusing on the physical and mental endurance of the characters rather than pushing a specific agenda or narrative.

Alan Ritchson brings a grounded intensity to the role of ""81,"" making the transition from a grueling Ranger selection process to a sci-fi survival scenario feel surprisingly realistic. The film excels because it stays focused on the technical aspects of the situation—how the squad adapts to an unknown threat with limited resources and sheer willpower.

The lack of propaganda is one of its strongest points; it doesn't try to lecture the audience or romanticize the conflict beyond the survival of the men on the ground. It is pure, high-stakes cinema that relies on atmosphere and pacing to keep you invested."
War Machine,"A simple action film starring muscleman Alan Ritchson, known from the DC series Titans and Reacher. A visibly aged Dennis Quaid also makes a cameo appearance. All in all, it's a straightforward and bloody film. The characters remain nameless, identified only by numbers. The film is entertaining but lacks depth, requiring careful attention."
War Machine,"Read at Screenopolis: https://screenopolis.com/reviews/war-machine-burns-hot-goes-nowhere

War Machine is the latest Netflix movie glorifying American tough guys kickin’ ass. The plot is familiar: alien comes to earth, bad-ass soldiers are deployed, carnage ensues, tough-guy outsmarts the alien, ho-rah America!

War Machine has been compared a lot to Predator, not only because the plot is similar, but also because it features current Arnold Schwarzenegger-esque tough-guy Alan Ritchson in the lead role. You may remember this mountain of a human from Reacher on Amazon Prime or the zany The Ministry of Ungentlemanly Warfare with Henry Cavill.

Ritchson plays tough-as-rocks engineer/soldier 81. He is a number, not a free man. Ritchson’s character never gets a name. He does not need one. It would only distract you from admiring his bottomless reservoir of pain and grit.

You see, 81 had a brother, played by Jai Courtney. His brother was nameless too, so we will call him Bro. 81 and Bro served in Afghanistan. Bro was cocky. He really wanted to be an Army Ranger with 81, who was weary from being so bad-ass. When Bro’s truck pooped out, 81 was deployed from the 101st Rudimentary Foreshadowing Brigade to lecture him on the 2nd Law of Thermodynamics and clean out his gunked-up radiator.

Then the bad guys bombed them. Bro and 81 are hurt. 81 pulls a massive chunk of metal from his knee, grabs his Bro, and tries to get back to base. Spoiler alert, they do not make it. Bro dead, 81 has hurty knee, cue the grit. So much grit.

Guilty from not saving his Bro, 81 signs up for Ranger tryouts, even though he is 20 years too old, badly injured, and has *gasp* facial hair! Pete Hegseth would shit his vodka-soaked pants if he saw this guy in formation.

After numerous skinny white kids get booted from tryouts, the commander, played by a finger-pointy Dennis Quaid, thinks 81 does not have what it takes to cross the finish line and be a Ranger. He thinks 81 is too bad-ass, and sensitive, and deep, and dreamy.

Rather than kick 81 out, they drop him in the forest with a pack of nobodies to prove his bad-assery. Finally, after all this setup, the alien shows up. The ass-kicking proper gets underway.

Now, here is the problem with this movie: who in the hell cares about Bro or the 2nd Law of Thermodynamics, or Ranger school, or finish lines, or any of the setup? I came here to watch explosions, not emotions and grit.

War Machine‘s lengthy setup is unnecessary and ham-fisted. Watch the first five minutes of Predator (split between these two videos below). Predator accomplishes in minutes (and better) what War Machine burns a half an hour to do (and much worse). It also has awesome theme music from Alan Silvestri.

In walks Arnold, he slaps arms with Dillon, fuck yeah! Let’s do this thing. That is all we need. Arnold is bad-ass, Dillion has a dangerous mission, blah blah blah, cue Long Tall Sally. We ain’t got time to emote. Predator does not waste one nanosecond being anything more than it was, a stupid action movie with paper-thin characters (some of whom are sexual tyrannosauruses). The result is a supremely satisfying movie filled with great one-liners.

War Machine desperately needs to stay in its lane. Nobody wants a meditation on the human condition with a stupid flick like War Machine. We want non-stop alien butt-kicking peppered with corny jokes and latent homosexuality.

Nevertheless, once the alien shows up in War Machine, the movie improves. The attacks are relentless, exhilarating, and bloody. The alien robot racks up an impressive body count in short order. It is pretty bad-ass, although not as bad-ass as 81, who is smart and has all those gigatons of grits. Remember that thermodynamics stuff with Bro? Yeah, that is how you kill an indestructible robot from another world. You shove rocks in its nose until it overheats. Boom.

The only way to enjoy this movie is to totally shut down every part of your critical thinking. If you stick to the spectacle, the movie is fine and enjoyable. If you spend any time thinking about this movie, it sucks rocks.

In addition to the terrible setup, this movie has a worthless cast. None of the supporting characters contribute anything of value. They are your standard-issue “military guys” and a lone bald-headed woman (who is mildly bad-ass until she’s not) direct from central casting. Even Jai Courtney’s role felt as limp and lifeless as his character’s body. Dennis Quaid phones in his role as gruff commander who must be within minutes of mandatory retirement age.

However, the most demoralizing part of this movie is the end – yeah I am going to spoil it. It is for your own good. After killing the unstoppable alien machine, 81 gets back to base. He is triumphantly promoted to Ranger. There is a lot of saluting, back slapping, and fist pumping with fluttering American flags. Woohoo!

Then they send the poor sap back out to fight. Congratulations 81 your reward for surviving is to go right back out and die. No rest. No shower. No plate of tater tots. Get to the chopper and fight the unstoppable killing robot – again. 81’s ending is meant to feel rousing and full of even more grit, but it only feels super depressing.

Aww.

If you can shut off your brain, you might like War Machine. I did enjoy the battle scenes with the alien. However, the movie tries too hard to be more than it is. It wants to go somewhere special but ends up going nowhere."
War Machine,"Was fun, without expectation and breathaking, sometimes with good scenes of action however is only a movie to enjoy in family, not more."
War Machine,"**Netflix executive after playing Metal Gear Solid for the first time: ""Holy crap, I have the perfect idea for a movie!""**

War Machine is a movie where John Armyman fights a Metal Gear while saying badass one-liners and eating nails for breakfast, because he's that cool and badass - isn't that right kids? Don't you want to sign up to the US army now?

The acting was good and the CGI was passable, but the movie is so unbelievably generic that I have nothing more to say about it. Oh, and it ends on a cliffhanger and teases a sequel in the end.

The movie is also thinly veiled propaganda for the US military that constantly portrays them as badass war heroes that save their country, at a suspicious time when everyone knows they're more about spending billions of tax money bombing poor people they don't like in the middle east. The gruesome death scenes at least entertained me a little bit..."
War Machine,"This is a poor remake
Can we just make sure that everyone knows that this is a contemporary reimagining of the Predator-movie with Arnold? Ok? Everyone on board with that? Cool. Then we can continue.

Alan is not Arnold. The actor is large, and he moves well, maybe even better than Arnold, but he has no charisma, and lacks screen presence in this role.

The monster is not the Predator. This is all CGI, which gives it no weight, you cannot interact with it other than with other cgi things, like pullets and rocks, and it has no personality, reason, motivation. It just is. It is clearly inspired by the Deathbringer in Horizon Zero Dawn computer game, but this one is pretty pale compared to that one too.

The characters are overall pretty forgettable, you do not relate or care for any of them, which makes the stakes lower. The movie is shot well and looks more than ok, but it has no heart.

It is a poor action movie, compared to what it aspires to be, with a poor protagonist, compared to Dutch in Predator, and will be forgotten fairly quickly, as far as movies go."
The Shawshank Redemption,very good movie 9.5/10 محمد الشعراوى
The Shawshank Redemption,"Some birds aren't meant to be caged.

The Shawshank Redemption is written and directed by Frank Darabont. It is an adaptation of the Stephen King novella Rita Hayworth and Shawshank Redemption. Starring Tim Robbins and Morgan Freeman, the film portrays the story of Andy Dufresne (Robbins), a banker who is sentenced to two life sentences at Shawshank State Prison for apparently murdering his wife and her lover. Andy finds it tough going but finds solace in the friendship he forms with fellow inmate Ellis ""Red"" Redding (Freeman). While things start to pick up when the warden finds Andy a prison job more befitting his talents as a banker. However, the arrival of another inmate is going to vastly change things for all of them.

There was no fanfare or bunting put out for the release of the film back in 94, with a title that didn't give much inkling to anyone about what it was about, and with Columbia Pictures unsure how to market it, Shawshank Redemption barely registered at the box office. However, come Academy Award time the film received several nominations, and although it won none, it stirred up interest in the film for its home entertainment release. The rest, as they say, is history. For the film finally found an audience that saw the film propelled to almost mythical proportions as an endearing modern day classic. Something that has delighted its fans, whilst simultaneously baffling its detractors. One thing is for sure, though, is that which ever side of the Shawshank fence you sit on, the film continues to gather new fans and simply will never go away or loose that mythical status.

It's possibly the simplicity of it all that sends some haters of the film into cinematic spasms. The implausible plot and an apparent sentimental edge that makes a nonsense of prison life, are but two chief complaints from those that dislike the film with a passion. Yet when characters are this richly drawn, and so movingly performed, it strikes me as churlish to do down a human drama that's dealing in hope, friendship and faith. The sentimental aspect is indeed there, but that acts as a counterpoint to the suffering, degradation and shattering of the soul involving our protagonist. Cosy prison life you say? No chance. The need for human connection is never more needed than during incarceration, surely? And given the quite terrific performances of Robbins (never better) & Freeman (sublimely making it easy), it's the easiest thing in the world to warm to Andy and Red.

Those in support aren't faring too bad either. Bob Gunton is coiled spring smarm as Warden Norton, James Whitmore is heart achingly great as the ""Birdman Of Shawshank,"" Clancy Brown is menacing as antagonist Capt. Byron Hadley, William Sadler amusing as Heywood & Mark Rolston is impressively vile as Bogs Diamond. Then there's Roger Deakins' lush cinematography as the camera gracefully glides in and out of the prison offering almost ethereal hope to our characters (yes, they are ours). The music pings in conjunction with the emotional flow of the movie too. Thomas Newman's score is mostly piano based, dovetailing neatly with Andy's state of mind, while the excellently selected soundtrack ranges from the likes of Hank Williams to the gorgeous Le Nozze di Figaro by Mozart.

If you love Shawshank then it's a love that lasts a lifetime. Every viewing brings the same array of emotions - anger - revilement - happiness - sadness - inspiration and a warmth that can reduce the most hardened into misty eyed wonderment. Above all else, though, Shawshank offers hope - not just for characters in a movie - but for a better life and a better world for all of us. 10/10"
The Shawshank Redemption,Make way for the best film ever made people. **Make way.**
The Shawshank Redemption,"There is a reason why this movie is at the top of any popular list your will find.
Very strong performances from lead actors and a story line from the literary brilliance of Stephen King (and no, its not a horror).
Sufficient drama and depth to keep you interested and occupied without stupefying your brain. It is the movie that has something for everyone."
The Shawshank Redemption,"It's still puzzling to me why this movie exactly continues to appear in every single best-movies-of-all-time chart. There's a great story, perfect cast, and acting. It really moves me in times when I'm finding myself figuring out things with my annual tax routine reading <a href=""https://www.buzzfeed.com/davidsmithjd/what-is-form-w-2-and-how-does-it-work-3n31d"">this article</a>, and accidentally catching myself wondering what my life should be if circumstances had changed so drastically. This movie worth a rewatch by all means, but yet, there's no unique vibe or something - there are thousands of other ones as good as this one."
The Shawshank Redemption,"I will not say that the film is predictable, because it is not quite so, due to the fact that we only know Andy’s intentions at the end, and during the film, it is important to understand that there was not a hint of it, but let's not forget our guys who so imprudently localized it. I will not be the first, but the word 'redemption' is translated as 'redemption'. I don’t know the reason why our localizers decided to spoil the impression to all Russian-speaking people."
The Shawshank Redemption,"First time seeing this in probably close to 20 years, maybe longer. Forgot how excellent of a movie this was, amazing all around from the performances, Morgan Freeman and Tim Robbins especially, with a roller coaster of emotions. The writing (from Stephen King's novel) direction from Frank Darabont was precise and just all around fantastic. This is the very rare 5 star movies I've given but it is easily one of the best movies, right up there in my book with The Godfather. **5.0/5**"
The Shawshank Redemption,No 1 movie for all the time
The Shawshank Redemption,"This is much more predictable and Hollywood than a King novel.
This story of another man wrongfully in prison for murder joins the list of about every other movie about a man sent to prison for murdering his wife.
And therein lies the problem. Most of the time, the killer is the husband, and most of the time the right man is in prison.
Juries are now doomed to consist of several people who are brainwashed by this constant propaganda Hollywood gives us and think accordingly.
People are not gods. They are souls and spirits that can only withstand so much brainwashing. 
Add to that, the story plods along with really nothing new to add. It's a very formula movie.
I won't say it is a ""bad movie"". Those are ones I give 1 or 2 out of 10. But 3/10 is what I call the very boring, unimaginative, safe, non thought provoking movies that you forget about quite quickly."
The Shawshank Redemption,This movie is great
The Shawshank Redemption,"Tim Robbins is wealthy banker ""Andy Dufresne"" who finds himself sentenced to life imprisonment after his wife and her lover are found murdered. The handsome ""new fish"" is initially the target of the ""sisters"" who would use him as they would like - but he fights back and gradually establishes a friendship with prison ""scrounger"" Morgan Freeman (""Red""). When he overhears the beastly prison guard captain bemoaning some tax problems, he, rather riskily, volunteers to help find a tax-free solution and is soon advising pretty much the whole place - including ""Warden Norton"" (Bob Gunton) on all things financial - some above board, some less so. The film is set over a period of over ten years, and depicts some of the most brutal aspects of prison life; but also some it's more hopeful. It deals with violence and desperation but also of bonding and lasting friendships and loyalties that long term close-confinement engender. Frank Darabont elicits the best from his three principals superbly, with added venom provided by guard captain Clancy Brown and humanity from prison librarian James Whitmore - one of the few who actually does make parole. The last half hour is up there with the best cinema has ever had to offer, and this - again on a big screen - is a must see adaptation of one of Stephen King's lesser known, but better, stories that delivers a redemption never, quite, anticipated by the prison service!"
The Shawshank Redemption,"**Watched it 32 times**

Call me obsessed, but I have watched this movie 32 times (and counting) over the past 2 decades. One may wonder why? It is because every time I watch this movie, I learn something new from it. For example, despite being such a good friend of Red, Andy never shares his plan with him. This taught me that discipline and focus is vital for success.

I can not praise enough the tight plot, direction, acting and everything. On my favorite movies list, this one certainly tops the chart."
The Shawshank Redemption,Amazing movie
The Shawshank Redemption,"This movie is an absolute masterpiece, blending deep emotion and powerful storytelling. It follows the journey of a banker wrongfully imprisoned, whose enduring hope and resilience inspire everyone around him. His friendship with a fellow inmate is heartwarming and beautifully portrayed, capturing the essence of human connection. The film explores themes of redemption and the strength of the human spirit, leaving a lasting impact. With unforgettable performances and a story that resonates on so many levels, it’s a film that stays with you long after the credits roll. I can’t help but give it a 10/10."
The Shawshank Redemption,"Simple, I would say, beauty in the art of cinematography and storytelling."
The Shawshank Redemption,"The Shawshank Redemption is a timeless masterpiece, blending powerful performances with a poignant narrative about hope and friendship. Tim Robbins and Morgan Freeman deliver unforgettable performances, creating a deeply emotional story of resilience and redemption. With its captivating plot and profound themes, it remains one of the greatest films ever made."
The Shawshank Redemption,"The Shawshank Redemption is one of those timeless classics that pulls you in with its heartfelt storytelling and remarkable performances. At its core, it’s a story about hope, friendship, and the resilience of the human spirit, set against the bleak backdrop of Shawshank prison. Tim Robbins as Andy Dufresne and Morgan Freeman as Red deliver deeply moving performances, capturing the bond that grows between two men confined by walls but freed by hope. Every scene feels purposeful, and the script, adapted from Stephen King’s novella, is simply brilliant in how it weaves small moments into a powerful narrative.

One of the most unforgettable parts of the movie is Brooks’ storyline. Watching him leave the world he knew, only to find himself unable to adapt to a society that had progressed beyond his comprehension, is heartbreaking every time. It’s a stark reminder of how institutionalization can strip people of their ability to live freely, even after they've served their time. That moment, along with Red’s own journey, adds a bittersweet layer of realism to the story’s broader themes of freedom and redemption.

The direction by Frank Darabont is masterful, turning what could have been a straightforward prison drama into something deeply profound. The setting of Shawshank feels both oppressive and oddly serene, perfectly capturing the tone of the story. The simplicity of the plot is its strength, allowing the characters and their emotional arcs to take center stage. With its pitch-perfect pacing, poetic dialogue, and an uplifting finale, The Shawshank Redemption remains a film that resonates on every rewatch. It’s not just a movie; it’s an experience."
The Shawshank Redemption,**Wow amazing movie **
The Shawshank Redemption,"Morgan Freeman plays a little red haired Irishman and no one cares.  No one cares, and now when people across the globe read this segment in Different Seasons, they read it in Morgan Freeman's voice.  It's sort of impossible not to.  

It was a race swap that not a single person complained about. It didn't really change the movie and one of the big reasons why it didn't change the movie was because the movie wasn't about the race swap and owning the fans of the IP like most every other race swap that people complain about and other people call them political buzz words for not loving... presumably while they secretly agree the movie's crap.

THIS IS HOW YOU DO IT HOLLYWOOD!!

I kind of want to be a dick and say that the reason this movie is so popular is because of Morgan Freeman's narration, I mean, you could give the guy an instruction manual to read and people would love it.

But then it's more than that.  The movie is popular because it's satisfying.  The good guys win, the bad guys lose, it tells a good story in a competent and compelling way.  It's pretty much what everyone wants in a movie... and as much as I usually hate King, the novella is satisfying and what everyone wants from a story.

So well done. You'll like this, and you'll like it because it is that good."
The Shawshank Redemption,"Hope, strength of character, self-worth and the loss of it at the same time… friendship, brotherhood, and every human emotion in this life 🤍.

On my first watch of this film, I had no idea about its ratings. Someone recommended it to me, and I started watching it just 15 minutes after that recommendation. When it ended, I felt I had just watched the best film of my life. When I later looked up its ratings, I discovered it ranks number one on many major review sites 👏 ,a well deserved achievement for such a great film."
The Avengers,"With a movie like this you wonder how all of the otherwise, main characters will work together and support the story.

No problems here.  While as might be expected, R. Downey Jr. comes across largely central, it is still a good mix and IMHO the best scenes in the movie involve the generated Hulk character.

With that kind of successful melding of characters, Hollywood-scale egos and even computer generated characters; you have to give it up to the writers and director to make this the successful film that it is."
